kepid,kepoi_name,kepler_name,koi_score,koi_disposition,koi_pdisposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_impact,koi_duration,koi_depth,koi_model_snr,koi_prad,koi_teq,koi_insol,koi_steff,koi_slogg,koi_srad,koi_kepmag
8044608,K03523.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,106.17593813,0.718,10.4168,164740.0,7056.8,54.91,441.0,8.94,6038.0,4.254,1.141,13.742
8760135,K03524.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,184.6467208,0.492,18.9869,410270.0,1113.2,72.8,320.0,2.49,5713.0,4.414,1.023,15.603
4073707,K03525.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,6.282033445,1.777,8.3777,181790.0,1178.0,144.85,1029.0,264.78,6074.0,4.45,0.976,14.118
5730394,K03603.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,5.519188936,0.459,7.1351,217070.0,2270.6,43.06,932.0,178.7,5324.0,4.439,0.897,16.117
6451368,K07780.01,,0.993,CANDIDATE,CANDIDATE,0,0,0,0,5.3360574,0.006,3.877,54.7,7.0,1.52,1667.0,1823.9,6742.0,3.925,2.032,12.691
6956216,K03604.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,4.818863794,0.486,6.2625,65936.0,2048.7,51.32,1595.0,1529.01,6313.0,3.936,1.935,14.55
6137704,K03605.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,178.26802035,1.135,5.86461,45754.0,961.4,34.07,256.0,1.02,5126.0,4.578,0.696,14.16
10275074,K03606.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,2.181555909,1.261,4.41739,85407.0,1548.2,91.3,1730.0,2119.28,6584.0,4.331,1.246,14.182
9110346,K03607.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.895276162,0.618,3.0518,319080.0,932.1,172.25,2731.0,13121.22,5242.0,3.631,2.55,16.397
10259301,K03608.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,244.83274973,1.047,4.37001,40206.0,733.5,38.3,307.0,2.09,6105.0,4.443,0.993,13.556
2995392,K03379.01,Kepler-1484 b,0.99,CONFIRMED,CANDIDATE,0,0,0,0,30.4544418,0.929,6.896,472.1,17.3,2.6,624.0,35.92,6283.0,4.472,0.984,15.268
3120308,K03380.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,10.26558924,0.663,3.879,254.6,18.8,1.65,828.0,111.18,5774.0,4.458,0.98,14.658
9991621,K03382.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,18.9257333,1.155,6.149,188.5,16.2,16.74,639.0,39.47,5455.0,4.421,0.909,13.857
8078502,K03383.01,Kepler-1919 b,0.916,CONFIRMED,CANDIDATE,0,0,0,0,37.8862977,0.026,5.218,672.2,14.4,2.09,479.0,12.46,5513.0,4.551,0.818,15.848
8644365,K03384.01,,1.0,CANDIDATE,CANDIDATE,0,0,0,0,10.54841329,1.017,1.872,102.9,11.7,3.89,899.0,154.84,6047.0,4.387,1.092,13.204
5888187,K07749.01,,0.656,CANDIDATE,CANDIDATE,0,0,0,0,133.6348207,0.438,1.584,420.9,10.8,1.89,317.0,2.38,5202.0,4.434,0.918,13.623
2852528,K03446.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,11.9615433,0.576,3.129,424.5,12.4,2.24,847.0,121.71,6142.0,4.456,1.046,15.709
3348216,K03448.01,,0.982,CANDIDATE,CANDIDATE,0,0,0,0,32.510844,0.421,3.254,361.9,12.6,2.62,680.0,50.56,6074.0,4.244,1.358,14.863
10798838,K03449.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,62.127677128,1.158,5.25005,37430.0,990.3,38.61,402.0,6.15,5344.0,4.494,0.807,14.822
8560940,K03450.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,31.9730649,0.716,8.872,158.6,15.6,1.09,530.0,18.59,5811.0,4.571,0.811,14.545
10793576,K03451.01,,1.0,CANDIDATE,CANDIDATE,0,0,0,0,10.90752977,0.147,2.764,186.0,11.8,1.58,955.0,196.51,6414.0,4.377,1.147,14.056
10292238,K03526.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,143.1188694,0.703,16.8109,255710.0,1638.0,53.3,321.0,2.5,5713.0,4.554,0.851,14.996
8733497,K03527.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,76.81985465,0.728,5.16249,229160.0,2314.5,46.61,379.0,4.88,5654.0,4.59,0.774,14.063
4255422,K03528.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,165.40574995,1.091,13.6363,66402.0,4958.6,112.86,514.0,16.56,6061.0,3.759,2.185,12.724
9837544,K03529.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,71.661915163,0.612,6.33708,323610.0,1804.1,55.04,365.0,4.18,5075.0,4.497,0.824,15.167
7877824,K03530.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,9.44942685,0.395,6.40303,489000.0,1246.3,68.38,813.0,103.29,5754.0,4.534,0.905,15.65
6469946,K07781.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0.715802309,1.251,1.5586,2208.6,137.7,25.52,1656.0,1787.96,5239.0,4.6,0.757,15.579
6947164,K03531.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,70.58284717,0.882,8.81169,150930.0,2424.0,50.88,435.0,8.45,5973.0,4.516,0.904,14.624
6233903,K03609.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,2.995357359,0.843,6.57901,172400.0,1467.6,112.12,1791.0,2437.81,5949.0,3.892,1.94,16.455
7212066,K03610.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,3.840485025,1.189,2.8592,31353.0,259.4,39.38,1077.0,318.66,5731.0,4.532,0.823,15.26
7047922,K01899.02,,0.986,CANDIDATE,CANDIDATE,0,0,0,0,10.5226374,0.806,3.864,68.9,8.9,1.08,976.0,213.96,6327.0,4.327,1.175,14.563
6675060,K03611.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,10.443341795,0.707,3.94077,145290.0,842.1,44.35,892.0,149.21,6137.0,4.421,1.005,16.51
5716508,K07737.01,,0.003,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,4.75307877,0.019,2.35,933.0,6.4,505.94,7040.0,580415.2,3486.0,0.5,180.013,13.524
10518735,K03612.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,19.515013291,0.692,4.59379,256440.0,1018.8,53.03,588.0,28.31,5349.0,4.531,0.851,16.739
6975129,K01628.02,Kepler-312 b,1.0,CONFIRMED,CANDIDATE,0,0,0,0,1.772451066,0.006,2.4592,79.2,22.4,1.02,1685.0,1904.34,6243.0,4.406,1.149,12.949
8644365,K03384.02,Kepler-1485 b,0.982,CONFIRMED,CANDIDATE,0,0,0,0,19.9158863,0.748,6.191,143.2,28.3,1.41,728.0,66.31,6047.0,4.387,1.092,13.204
9489947,K03385.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,54.061328105,1.336,4.48223,79684.0,1012.2,88.28,514.0,16.51,5786.0,4.318,1.112,15.231
6960487,K03386.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,34.525990182,1.087,4.47294,67161.0,1008.1,54.35,607.0,32.12,6123.0,4.396,1.049,15.142
5894182,K07750.01,,0.322,CANDIDATE,CANDIDATE,0,0,0,0,494.485085,0.017,3.905,385.3,13.9,5.03,379.0,4.88,6303.0,3.774,2.553,12.088
6309264,K03387.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,14.2821417,0.012,2.068,224.9,8.7,1.08,625.0,36.03,5374.0,4.588,0.726,15.13
7021177,K03452.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,18.64532882,0.454,3.63893,433820.0,1256.8,61.81,656.0,43.71,5931.0,4.554,0.845,15.511
7122259,K03454.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,20.882125422,0.743,8.03365,233450.0,3506.5,66.27,737.0,69.67,6335.0,4.427,1.072,15.6
6947668,K03455.01,,1.0,CANDIDATE,CANDIDATE,0,0,0,0,14.0545718,0.121,4.066,274.3,11.6,1.45,711.0,60.49,5783.0,4.539,0.88,15.802
6364582,K03456.01,Kepler-1505 b,1.0,CONFIRMED,CANDIDATE,0,0,0,0,30.8609783,0.852,4.216,128.9,17.8,1.08,525.0,17.96,5627.0,4.552,0.833,12.988
6190535,K07769.01,,0.077,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,3.652810043,0.086,1.5132,119.4,6.0,0.89,1015.0,250.33,5213.0,4.489,0.831,15.602
9834257,K03457.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,15.65134872,1.267,4.1553,3104.0,81.6,118.33,1396.0,898.69,6552.0,3.586,3.289,12.429
10290666,K00332.02,,0.985,CANDIDATE,CANDIDATE,0,0,0,0,6.86674226,0.405,4.216,47.2,12.3,0.79,1018.0,254.1,5914.0,4.396,1.135,13.046
9529744,K01806.03,Kepler-320 b,1.0,CONFIRMED,CANDIDATE,0,0,0,0,8.37159554,0.983,5.252,98.0,16.6,2.39,1292.0,659.25,6426.0,4.013,1.775,13.474
10748621,K03532.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,286.1755875,0.598,16.1025,328540.0,765.3,63.23,276.0,1.38,5904.0,4.471,0.946,15.138
4824268,K03533.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,152.15144795,0.857,26.8612,151820.0,2163.4,53.89,362.0,4.04,6217.0,4.472,0.989,14.61
6527016,K07783.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0.542636318,0.056,1.2536,74.6,17.3,1.39,2659.0,11844.28,5277.0,3.96,1.633,14.458
6431670,K03534.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,29.911334059,0.559,7.26916,354380.0,1349.8,47.83,471.0,11.68,5303.0,4.632,0.704,16.128
7376500,K03535.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,5.877122485,0.547,4.71655,362900.0,1210.8,125.68,1402.0,913.57,5702.0,3.807,1.821,15.177
9636559,K03618.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,10.636305846,0.398,5.17212,216060.0,1419.0,64.91,1110.0,358.62,6781.0,4.221,1.345,17.035
8095110,K03619.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,2.1032389,1.209,6.4774,24852.0,625.1,36.63,1238.0,555.0,5546.0,4.587,0.786,13.171
11499263,K03620.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,46.698200933,1.131,3.57049,54592.0,879.0,38.79,468.0,11.31,5772.0,4.518,0.756,15.267
10328393,K01905.02,Kepler-332 c,1.0,CONFIRMED,CANDIDATE,0,0,0,0,15.99560373,0.088,3.471,221.7,20.0,1.04,550.0,21.54,4955.0,4.61,0.721,14.017
9775253,K03621.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,4.39451798,1.566,2.9527,223620.0,249.5,65.76,554.0,22.27,3695.0,4.773,0.483,16.705
3858988,K03388.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,25.9518795,1.259,21.569,1312.3,63.7,35.1,645.0,41.0,5753.0,4.335,1.078,14.997
3848966,K03389.01,,0.993,CANDIDATE,CANDIDATE,0,0,0,0,29.7681831,0.739,9.425,159.9,13.2,3.98,917.0,167.51,5640.0,3.679,2.916,14.564
10798605,K03390.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,56.048096688,1.161,4.04427,53726.0,1003.7,42.62,400.0,6.06,5222.0,4.518,0.78,14.967
5895083,K07751.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,2.25161215,0.647,2.1,23.9,9.2,1.14,2934.0,17529.42,9464.0,4.116,2.184,13.085
9452897,K03391.01,,0.993,CANDIDATE,CANDIDATE,0,0,0,0,36.7662364,0.164,3.305,579.5,12.6,1.28,336.0,3.02,4342.0,4.699,0.54,15.903
9714123,K03392.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,50.35545898,0.159,5.51863,107140.0,1219.4,31.66,492.0,13.81,5936.0,4.501,0.965,15.724
6118370,K03458.01,Kepler-1506 b,0.925,CONFIRMED,CANDIDATE,0,0,0,0,14.0328775,0.044,6.684,210.9,11.8,1.45,783.0,88.83,6063.0,4.47,1.001,15.652
2717158,K03459.01,Kepler-1922 b,1.0,CONFIRMED,CANDIDATE,0,0,0,0,13.2226149,0.943,4.337,261.7,12.6,1.75,740.0,71.11,5931.0,4.545,0.863,15.208
6209677,K01750.02,,0.999,CANDIDATE,CANDIDATE,0,0,0,0,2.53742164,0.285,1.563,104.5,12.8,0.93,1220.0,525.68,5447.0,4.481,0.917,14.8
6198256,K07770.01,,0.318,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,3.54828691,0.036,3.281,70.9,9.9,1.69,1795.0,2458.09,6573.0,4.01,1.987,13.79
9664276,K03460.01,,0.992,CANDIDATE,CANDIDATE,0,0,0,0,62.596544,0.246,11.477,223.1,15.5,2.25,559.0,23.01,5934.0,4.173,1.509,14.451
2437112,K03461.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,18.79852,0.936,4.795,487.4,11.2,2.04,509.0,15.82,4808.0,4.589,0.715,16.153
7987086,K03536.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,156.51657398,0.995,12.2259,113340.0,2016.1,61.44,367.0,4.31,6002.0,4.354,1.084,13.375
7374746,K03537.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.366946478,0.869,3.37701,158640.0,796.5,43.45,1403.0,910.99,5353.0,4.527,0.757,15.002
8668810,K03538.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,313.09275066,0.395,14.3447,445610.0,1952.3,47.52,207.0,0.44,5067.0,4.596,0.673,15.638
6519865,K07782.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,1,0,1,0,0.566813677,0.449,2.458,61.2,11.5,0.77,2269.0,6276.41,6106.0,4.487,0.966,15.644
8868907,K03539.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,157.32263943,0.888,21.9232,153930.0,1386.8,56.66,351.0,3.61,6109.0,4.472,0.989,15.291
10091110,K03627.01,,0.002,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,4.218512654,0.767,3.62939,23417.0,699.9,16.67,1189.0,472.03,6185.0,4.472,0.991,15.232
10091110,K03627.02,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,8.529991199,1.225,3.9954,20084.0,389.8,44.86,940.0,184.92,6185.0,4.472,0.991,15.232
3544694,K03629.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.922862476,1.001,3.4594,101270.0,362.1,70.65,1827.0,2631.95,6408.0,4.246,1.303,15.925
11521793,K00352.02,Kepler-143 b,0.998,CONFIRMED,CANDIDATE,0,0,0,0,16.00747237,0.975,1.267,277.6,14.7,2.99,838.0,116.46,5857.0,4.204,1.305,13.77
9085563,K03393.01,Kepler-1486 b,0.966,CONFIRMED,CANDIDATE,0,0,0,0,54.6493679,0.018,7.962,432.5,15.1,2.64,538.0,19.86,5751.0,4.234,1.282,15.335
11337372,K01650.02,Kepler-920 c,1.0,CONFIRMED,CANDIDATE,0,0,0,0,100.8276725,0.676,8.39,1778.8,36.7,4.35,364.0,4.16,5301.0,4.391,0.977,15.28
7748487,K03394.01,,0.997,CANDIDATE,CANDIDATE,0,0,0,0,15.5764061,0.565,5.382,257.1,14.1,1.79,793.0,93.42,6214.0,4.442,1.076,15.491
3219037,K03395.01,,1.0,CANDIDATE,CANDIDATE,0,0,0,0,10.00506974,0.148,3.481,143.3,11.4,1.11,849.0,122.48,5912.0,4.453,0.924,14.634
5952448,K07753.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,0.905675699,0.008,1.701,73.2,10.2,0.77,1780.0,2374.98,5730.0,4.518,0.903,15.384
5710069,K03396.01,,0.951,CANDIDATE,CANDIDATE,0,0,0,0,36.2580749,0.786,5.917,380.3,12.5,1.82,516.0,16.7,5818.0,4.554,0.848,15.553
9967009,K03462.01,,0.842,CANDIDATE,CANDIDATE,0,0,0,0,12.4326997,0.212,7.81,240.3,11.5,1.88,839.0,117.17,5480.0,4.22,1.229,15.916
9967009,K03462.02,,0.9,CANDIDATE,CANDIDATE,0,0,0,0,30.9902997,0.397,9.454,321.5,10.7,2.21,619.0,34.68,5480.0,4.22,1.229,15.916
11874338,K03464.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,15.9750417,1.211,3.549,643.5,37.5,90.37,1143.0,403.2,5220.0,3.52,3.456,13.933
9763612,K03465.01,Kepler-1507 b,0.0,CONFIRMED,CANDIDATE,0,0,0,0,16.0505464,0.135,3.171,94.4,14.6,0.81,630.0,37.12,5428.0,4.563,0.853,13.136
6199716,K07771.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0.805267592,0.082,0.887,146.6,9.8,1.35,2165.0,5216.79,6268.0,4.429,1.1,15.881
9468384,K03466.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,11.082622625,0.207,6.62584,268720.0,1725.6,48.38,793.0,93.67,5831.0,4.503,0.922,16.411
8868364,K03541.01,,0.45,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,421.42848194,0.356,8.60447,96654.0,3162.0,54.16,335.0,2.97,6235.0,4.034,1.708,13.769
10092312,K01823.02,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,1.096587245,2.623,3.0287,541.2,67.1,168.68,1726.0,2096.5,5869.0,4.513,0.942,13.954
3964545,K03542.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,3.012476415,0.708,3.31903,198400.0,2060.3,58.77,1388.0,879.89,6015.0,4.329,1.088,14.776
9656397,K03543.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,204.74104758,0.596,20.5357,333800.0,2000.2,97.39,404.0,6.3,6517.0,4.211,1.44,13.841
5444491,K07727.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0.759740194,0.497,3.252,42.5,13.7,0.67,2059.0,4245.86,6046.0,4.478,1.007,14.92
3735629,K03544.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,4.664186517,0.29,4.0639,555380.0,445.7,278.81,1683.0,1896.44,5062.0,3.515,3.579,16.144
8244173,K03545.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.092066399,0.488,2.97608,401890.0,1160.6,40.74,1164.0,432.44,4556.0,4.67,0.576,15.896
6546508,K03613.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,3.053578643,1.11,3.22884,52880.0,661.4,35.35,1035.0,271.46,5414.0,4.625,0.714,15.74
9886224,K03614.01,,0.012,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,2.992662857,0.001,2.5258,113700.0,296.8,60.35,1476.0,1123.54,4927.0,3.883,1.837,16.328
3735634,K03615.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,4.664188563,1.254,3.773,11360.0,272.6,52.09,1221.0,525.46,5699.0,4.192,1.215,13.915
5730380,K07738.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,0.954873008,0.578,1.0613,33.0,1.5,0.81,2325.0,6913.47,6092.0,4.114,1.363,11.8
6058875,K03616.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.56493412,0.691,2.57621,252640.0,1361.5,33.4,1458.0,1071.88,4748.0,4.729,0.534,15.839
10735564,K03617.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.674984844,0.731,4.92134,234580.0,858.8,150.48,3055.0,20561.29,8285.0,3.971,2.451,14.567
6200810,K03397.01,,0.969,CANDIDATE,CANDIDATE,0,0,0,0,35.8754482,0.026,3.972,366.7,12.6,2.35,668.0,47.15,6559.0,4.357,1.218,15.353
3561464,K03398.01,Kepler-1487 b,0.002,CONFIRMED,CANDIDATE,0,0,0,0,7.31945294,0.112,4.881,166.8,16.3,5.05,1682.0,1891.07,5745.0,3.499,3.955,13.489
3561464,K03398.02,Kepler-1487 c,0.996,CONFIRMED,CANDIDATE,0,0,0,0,35.8007112,0.043,8.219,417.4,25.0,7.97,991.0,227.68,5745.0,3.499,3.955,13.489
5962509,K07754.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0.790049989,0.185,2.794,70.8,12.3,0.67,1724.0,2082.67,5427.0,4.53,0.808,15.53
3561464,K03398.03,,0.994,CANDIDATE,CANDIDATE,0,0,0,0,4.32710579,0.025,3.872,84.1,9.5,3.58,2004.0,3805.87,5745.0,3.499,3.955,13.489
6359802,K03399.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,14.15402615,1.199,4.115,21653.0,23.9,29.61,495.0,14.25,4352.0,4.61,0.661,15.056
7121885,K03467.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,33.93754213,1.979,11.1677,32990.0,1112.0,138.25,618.0,34.42,6220.0,4.414,1.066,15.191
5213404,K03468.01,Kepler-1508 b,0.999,CONFIRMED,CANDIDATE,0,0,0,0,20.7057153,0.922,9.678,115.9,13.5,3.22,967.0,206.73,5668.0,3.792,2.437,14.276
4844470,K03469.01,,0.955,CANDIDATE,CANDIDATE,0,0,0,0,60.532988,0.618,7.086,467.5,23.8,1.91,420.0,7.36,5631.0,4.557,0.847,14.196
6205566,K07772.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,1,0,1,1,3.7228679,0.8,9.557,52.1,9.8,0.74,1182.0,461.27,6046.0,4.509,0.927,15.202
11551692,K01781.03,Kepler-411 d,0.967,CONFIRMED,CANDIDATE,0,0,0,0,58.0198583,0.951,5.348,1286.6,66.0,3.46,354.0,3.7,4920.0,4.62,0.72,12.231
9995771,K03470.01,,0.733,CANDIDATE,CANDIDATE,0,0,0,0,15.0617835,0.114,6.31,196.6,12.1,1.61,794.0,94.08,5806.0,4.321,1.158,15.386
7287391,K03546.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,4.286103033,0.544,2.6422,173360.0,397.1,25.8,686.0,52.42,4206.0,4.663,0.591,15.295
6756202,K03547.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,290.7778719,0.761,12.0525,225770.0,1836.8,45.27,222.0,0.58,5207.0,4.585,0.734,14.282
10215869,K03548.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,5.017239915,0.191,4.36126,144640.0,970.9,41.75,1229.0,538.77,6519.0,4.41,1.079,14.115
5456319,K07728.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0.937923475,0.515,3.164,40.4,12.0,0.52,1588.0,1503.05,5398.0,4.58,0.805,14.403
2307206,K03549.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,204.0329342,0.49,17.5623,411370.0,884.9,57.35,272.0,1.29,5553.0,4.577,0.806,15.734
7025540,K03550.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,2.148219541,0.424,2.94091,457840.0,619.8,49.6,1009.0,244.99,4694.0,4.6,0.672,15.783
7620844,K03551.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,58.621578824,0.896,8.52961,142950.0,1887.7,40.43,385.0,5.19,5232.0,4.554,0.725,15.161
6677267,K03622.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,3.125821128,1.269,2.2163,5025.4,245.2,110.58,2087.0,4481.76,6137.0,3.705,2.852,12.77
7732791,K03623.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.032068851,1.014,2.1344,121990.0,140.0,44.35,1221.0,523.01,4387.0,4.587,0.711,16.177
5736801,K07739.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,1,0,1,0,6.6751871,0.251,2.372,178.3,7.0,1.09,890.0,148.28,5774.0,4.567,0.818,15.554
8177798,K03624.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.450205839,1.236,3.6373,25884.0,419.0,92.78,2675.0,12063.44,7564.0,4.093,1.893,13.91
10489521,K03625.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,3.224486463,0.421,4.61686,403730.0,1905.1,79.08,1456.0,1060.42,6389.0,4.331,1.16,16.169
12643582,K03626.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,44.14579777,0.864,4.088,224230.0,434.9,62.24,504.0,15.25,5876.0,4.492,0.896,16.442
9328641,K03400.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,33.3239576,0.47,37.217,2012.1,173.7,2.55,416.0,7.06,5192.0,4.707,0.555,15.213
9966219,K03401.01,,0.996,CANDIDATE,CANDIDATE,0,0,0,0,17.9559673,0.979,6.237,137.0,11.9,1.96,750.0,74.61,5641.0,4.258,1.195,14.388
5991070,K07756.01,,0.424,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,0.94102954,0.119,4.415,34.5,13.3,1.41,2761.0,13794.93,5766.0,3.783,2.409,13.134
5531953,K01681.02,Kepler-1984 b,0.329,CONFIRMED,CANDIDATE,0,0,0,0,1.992812339,1.127,2.066,314.8,16.8,6.81,675.0,48.82,3638.0,4.844,0.42,15.855
3757778,K03402.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,36.514374043,0.133,6.48255,111620.0,1701.1,33.27,546.0,21.08,5811.0,4.465,1.0,15.423
11754430,K03403.01,Kepler-1488 b,0.849,CONFIRMED,CANDIDATE,0,0,0,0,39.818832,0.6,10.757,199.1,29.4,2.23,650.0,42.32,5710.0,4.073,1.524,13.102
9995771,K03470.02,Kepler-1509 b,1.0,CONFIRMED,CANDIDATE,0,0,0,0,25.4337864,0.232,6.514,302.0,14.3,2.0,667.0,46.8,5806.0,4.321,1.158,15.386
11875511,K03471.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,67.451045,1.01,8.9387,7062.8,205.4,36.7,562.0,23.61,4847.0,3.726,2.191,13.342
6231721,K07773.01,,0.95,CANDIDATE,CANDIDATE,0,0,0,0,2.69339974,0.279,1.936,147.5,8.7,1.04,1151.0,415.96,5355.0,4.511,0.863,15.673
9536108,K03472.01,,0.972,CANDIDATE,CANDIDATE,0,0,0,0,10.43003118,0.283,2.029,120.0,10.6,1.14,906.0,159.58,6277.0,4.449,1.031,14.412
8905246,K03473.01,,1.0,CANDIDATE,CANDIDATE,0,0,0,0,27.63714708,0.669,1.7277,735.5,27.4,6.96,816.0,104.6,5214.0,3.766,2.427,13.851
5213230,K03474.01,Kepler-1923 b,0.978,CONFIRMED,CANDIDATE,0,0,0,0,52.6095103,0.102,8.202,203.7,15.3,1.83,553.0,22.13,5881.0,4.259,1.294,14.192
3326377,K01830.02,Kepler-967 c,1.0,CONFIRMED,CANDIDATE,0,0,0,0,198.7106251,0.026,8.638,2094.8,62.1,3.56,258.0,1.05,5180.0,4.548,0.8,14.443
